groupId,artifactId,latest description,earliest release (real) date,latest release (real) date
eu.crydee.uima.opennlp,opennlp-resource-archetype,Archetype to ease the Mavenization of OpenNLP resources,20150511Z,20150511Z
eu.europa.ec.itb,template-messaging-service,Maven archetype for the generation of a GITB-compliant messaging service.,20180725Z,20200518Z
eu.europa.ec.itb,template-processing-service,Maven archetype for the generation of a GITB-compliant processing service.,20180726Z,20200518Z
eu.europa.ec.itb,template-validation-service,Maven archetype for the generation of a GITB-compliant validation service.,20180725Z,20200518Z
eu.jmsanchez,jakartaee-essentials-archetype,Jakarta EE base project quickstart.,20200126Z,20200401Z
eu.stratosphere,quickstart-java,,20131223Z,20140715Z
eu.stratosphere,quickstart-scala,,20131223Z,20140715Z
eu.tarienna,first-archetype-basic,"A maven archetype to generate a basic FIRST application skeleton.",20150114Z,20150114Z
eu.vitaliy,java6se-spring3-archetype,"Simple spring 3 archetype",20120115Z,20120115Z
fish.payara.maven.archetypes,payara-micro-maven-archetype,Archetype for Payara Micro application.,20180423Z,20200403Z
fr.brouillard.oss,jee-war-archetype,Creates jee ready to use webapp,20160208Z,20161110Z
fr.brouillard.oss,jgitver-jar-archetype,Creates ready to use jar maven project using jgitver,20170915Z,20170915Z
fr.fastconnect.factory.tibco,archetype-default-pom,"This archetype will create an independent POM with default properties
		required by the FC TIBCO Factory plugins.",20151011Z,20160122Z
fr.fastconnect.factory.tibco,archetype-default-project,"This archetype will create an independent POM with default properties
		required by the FC TIBCO Factory plugins.",20150506Z,20150923Z
fr.fastconnect.factory.tibco,archetype-default-workspace,"This archetype creates the default workspace (with BusinessWorks projects, Java projects & delivery project).",20150506Z,20160122Z
fr.fastconnect.factory.tibco.bw.maven,archetype-bw-default-project,"This archetype creates an empty TIBCO BusinessWorks project.",20150519Z,20160122Z
fr.fastconnect.factory.tibco.bw.maven,archetype-bw-default-projlib,"This archetype creates an empty TIBCO BusinessWorks Projlib project.",20150519Z,20160122Z
fr.fastconnect.factory.tibco.bw.maven,archetype-bw-mavenizer,"This archetype will create a POM that inherits from FC TIBCO Factory
		parent POM *OR* from the client's root POM created with
		'archetype-client-root-project' archetype.

		This POM will be the Maven configuration for the existing TIBCO BW
		project.
		
		1) you want to use the default FC TIBCO Factory parent, then replace the
		'rootProjectGroupId', 'rootProjectArtifactId' & 'rootProjectVersion'
		by the content of 'fcFactoryGroupId', 'fcFactoryArtifactId' &
		'fcFactoryVersion' respectively.
		
		2) you want to use your own parent created with
		'archetype-client-root-project', then replace 'rootProjectGroupId',
		'rootProjectArtifactId' & 'rootProjectVersion' by the values of your
		own parent (ex: 'com.company.project', 'project-root', '1.0.0').",20150519Z,20160122Z
fr.fastconnect.factory.tibco.bw.maven,archetype-client-root-project,"This archetype will create a POM that inherits from FC TIBCO Factory
		parent POM.
	   
		This POM will be the central configuration for all the TIBCO
		BusinessWorks projects of this client project. It is possible for
		instance to redefine here the default properties that will be used for
		any TIBCO BusinessWorks projects.",20150519Z,20150729Z
fr.lteconsulting,angular2-gwt.archetype,,20160427Z,20161208Z
fr.lteconsulting.archetypes,quickstart-java8,,20161206Z,20161206Z
fr.manastria,manastria-archetype-introduction,A Manastria archetype for beginner.,20141217Z,20151124Z
fr.uha.ensisa.ff,spark-simple-archetype,An extremely simple Spark kickoff project.,20180410Z,20200626Z
fr.uha.ensisa.ff,spring-mvc-archetype,An extremely simple Spring MVC,20180116Z,20200207Z
fr.ybonnel,simpleweb4j-archetype,An archetype for SimpleWeb4j.,20130322Z,20130521Z
global.namespace.truelicense-maven-archetype,truelicense-maven-archetype,"The TrueLicense Maven Archetype is a turn-key solution for designing
        and implementing a custom licensing schema for your software product.
        The archetype generates a tailor-made project which is composed of
        ready-made modules for vending and consuming license keys.
        The modules contain code templates which you can easily customize
        without writing code by configuring a set of properties.",20181104Z,20200209Z
global.namespace.truelicense-maven-archetype,truelicense-maven-plugin,"The TrueLicense Maven Archetype is a turn-key solution for designing
        and implementing a custom licensing schema for your software product.
        The archetype generates a tailor-made project which is composed of
        ready-made modules for vending and consuming license keys.
        The modules contain code templates which you can easily customize
        without writing code by configuring a set of properties.",20181103Z,20181103Z
guru.bug.javacourses,webproject,Java Courses simple WEB project archetype,20180324Z,20180326Z
hu.meza.tools,testAutomation,An archetype for test automation projects,20140305Z,20140305Z
im.bci,jnuit-archetype,"Create a full featured game project: lwjgl for rendering, jnuit for GUI, artemis for Entity System, guice for dependency injection, maven plugins for installer/package generators for Windows, Debian, Fedora and other OS, support of Keyboard/Mouse/Gamepad inputs settings...",20140215Z,20150517Z
in.kncsolutions.dhelm.archetype,dhelm-archetype-quickstart,Dhelm-archetype-quickstart is an archetype  for dhelm project.,20180117Z,20180117Z
in.kyle.mcspring,archetype,,20200224Z,20200224Z
in.kyle.mcspring,mcspring-archetype,,20200228Z,20200313Z
in.virit,viritin-vaadin-flow-archetype,This archetype creates a minimal Vaadin application for basic servlet container.,20181130Z,20190222Z
in.virit,viritin-vaadin-flow-cdi-archetype,This archetype creates a project base for Java EE (CDI) with Vaadin UI.,20181130Z,20190222Z
in.virit,viritin-vaadin-flow-spring-archetype,This archetype creates a project base for Spring Boot + Vaadin application.,20181130Z,20190222Z
in.virit.vwscdn,vwscdn-archetype,cdn.virit.in project archetype,20150228Z,20150930Z
info.kwarc.sally4,sally4-module-archetype,Semantic Alliance Communication Module Archetype,20141103Z,20150202Z
info.kwarc.sally4.comm,comm-archetype,Semantic Alliance Communication Module Archetype,20141103Z,20150202Z
io.activej,archetype-http,,20200605Z,20200714Z
io.activej,archetype-rpc,,20200605Z,20200714Z
io.airlift,sample-server-archetype,Sample server archetype,20120620Z,20141001Z
io.airlift,skeleton-server-archetype,Skeleton server archetype,20120620Z,20141001Z
io.andromeda,lyricist-quickstart,,20161018Z,20161228Z
io.apigee.build-tools.enterprise4g,apigee-edge-maven-archtypes,,20140620Z,20140620Z
io.apigee.build-tools.enterprise4g,apigee-edge-quickstart-archetype,Basic implementation of an Apigee Edge API to get started quickly,20151116Z,20151116Z
io.appbricks,appbricks-archetype-dubbox-service,a maven archetype for appbricks service,20160516Z,20170602Z
io.azam.spa,spa-archetype,Single page application (SPA) Java servlet Maven archetype,20150304Z,20150325Z
io.baratine,baratine-maven-archetype,Baratine Maven Archetype,20150831Z,20151211Z
io.bluebank.braid,braid-quickstart,,20180630Z,20191128Z
io.brooklyn,brooklyn-archetype-quickstart,"This project defines an archetype for creating new projects which consume brooklyn, 
        including an example application and an example new entity type, 
        able to build an OSGi JAR and a binary assembly, with logging and READMEs.",20130928Z,20140331Z
io.brooklyn.ambari,brooklyn-ambari-service,,20151103Z,20170615Z
io.cdap.cdap,cdap-data-pipeline-plugins-archetype,,20190521Z,20200713Z
io.codelair,jakartaee-mp-archetype,"A starter archetype for a ThinWar project using Jakarta EE and MicroProfile, without any sketchy parent-pom's.",20191226Z,20191226Z
io.codingpassion,spring-boot-full-microservice-archetype,Maven Archetype which can be used to generate Spring Boot microservice application with additional configuration and tools.,20190331Z,20190403Z
io.confluent.maven,kafka-connect-quickstart,A quickstart for building Kafka Connect connectors.,20160823Z,20160823Z
io.coodoo,JavaEE7-Angular2-Architype,e easiest way to get started with JavaEE + Angular2,20170209Z,20170209Z
io.cordite.braid,braid-quickstart,,20200401Z,20200611Z
io.cucumber,cucumber-archetype,Cucumber JVM: Maven Archetype,20180305Z,20200709Z
io.curity,identityserver.plugins.archetypes.authentication-action,,20200515Z,20200707Z
io.curity,identityserver.plugins.archetypes.authenticator,An archetype that generates the source code necessary to create an authenticator plug-in,20200515Z,20200707Z
io.curity,identityserver.plugins.archetypes.claims-provider,,20200515Z,20200707Z
io.curity,identityserver.plugins.archetypes.consentor,,20200515Z,20200707Z
io.curity,identityserver.plugins.archetypes.data-access-provider,,20200515Z,20200707Z
io.curity,identityserver.plugins.archetypes.email-sender,,20200515Z,20200707Z
io.curity,identityserver.plugins.archetypes.event-listener,,20200515Z,20200707Z
io.curity,identityserver.plugins.archetypes.kotlin-authenticator,An archetype that generates the Kotilin source code necessary to create an authenticator plug-in,20200515Z,20200707Z
io.curity,identityserver.plugins.archetypes.oauth-authenticator,An archetype that generates the source code necessary to create an authenticator plug-in that communicates with an upstream OAuth or OpenID Connect provider,20200515Z,20200707Z
io.curity,identityserver.plugins.archetypes.signing-consentor,,20200515Z,20200707Z
io.curity,identityserver.plugins.archetypes.sms-sender,,20200515Z,20200707Z
io.datakernel,archetype-http,,20190928Z,20191114Z
io.datakernel,archetype-rpc,,20190928Z,20191114Z
io.datakernel,datakernel-http-archetype,,20190816Z,20190816Z
io.datakernel,datakernel-rpc-archetype,,20190816Z,20190816Z
io.datakernel,http-archetype,,20190913Z,20190913Z
io.datakernel,rpc-archetype,,20190913Z,20190913Z
io.devbench.uibuilder.archetypes,uibuilder-quickstart-archetype,,20190712Z,20200321Z
io.dropwizard.archetypes,java-simple,,20150117Z,20200706Z
io.fabric8,camel-cxf-code-first-archetype,Creates a new Camel project using CXF in code (Java) first.,20140922Z,20150207Z
io.fabric8,camel-cxf-contract-first-archetype,Creates a new Camel project using CXF in contract (WSDL) first.,20140922Z,20150207Z
io.fabric8,camel-drools-archetype,Creates a new Camel project using the Drools rule engine.,20140922Z,20150207Z
io.fabric8,camel-webservice-archetype,Creates a new Camel web services project,20140922Z,20150207Z
io.fabric8.archetypes,camel-amq-archetype,Creates a new quickstart project using Camel and ActiveMQ.,20140610Z,20140610Z
io.fabric8.archetypes,camel-cbr-archetype,Creates a new quickstart project for Camel based Content Based Router.,20140610Z,20140610Z
io.fabric8.archetypes,camel-cdi-archetype,Creates a new Camel CDI project which uses the Java Container in Fabric8.,20140610Z,20140610Z
io.fabric8.archetypes,camel-cxf-code-first-archetype,Creates a new Camel project using CXF in code (Java) first.,20140409Z,20140610Z
io.fabric8.archetypes,camel-cxf-contract-first-archetype,Creates a new Camel project using CXF in contract (WSDL) first.,20140409Z,20140610Z
io.fabric8.archetypes,camel-dozer-wiki-archetype,Creates a new Camel project using a Dozer transform where the camel routes and transforms are maintained in the wiki,20140610Z,20140610Z
io.fabric8.archetypes,camel-drools-archetype,Creates a new Camel project using the Drools rule engine.,20140409Z,20140610Z
io.fabric8.archetypes,camel-eips-archetype,Creates a new quickstart project for Camel based Enterprise Integration Patterns.,20140610Z,20140610Z
io.fabric8.archetypes,camel-errorhandler-archetype,Creates a new quickstart project using Camel based Error handling.,20140610Z,20140610Z
io.fabric8.archetypes,camel-servlet-war-archetype,Creates a new quickstart project using Camel Servlet with a WAR.,20140610Z,20140610Z
io.fabric8.archetypes,camel-spring-boot-archetype,Shows how to use Camel with Spring Boot in the Java Container.,20140610Z,20140610Z
io.fabric8.archetypes,camel-spring-java-archetype,Creates a new Camel Spring project which uses the Java Container in Fabric8.,20140520Z,20140610Z
io.fabric8.archetypes,camel-webservice-archetype,Creates a new Camel web services project,20140409Z,20140610Z
io.fabric8.archetypes,cbr-archetype,Creates a new quickstart project for Camel based Content Based Router.,20140409Z,20140520Z
io.fabric8.archetypes,cdi-camel-amq-archetype,Creates a new Camel route using CDI and ActiveMQ in a standalone Java Container,20160719Z,20170210Z
io.fabric8.archetypes,cdi-camel-archetype,Creates a new Camel route using CDI in a standalone Java Container,20150930Z,20170210Z
io.fabric8.archetypes,cdi-camel-http-archetype,Creates a new Camel route using CDI in a standalone Java Container calling the remote camel-servlet quickstart,20150930Z,20160709Z
io.fabric8.archetypes,cdi-camel-http-client-archetype,Creates a new Camel route using CDI in a standalone Java Container using HTTP client to call remote camel-jetty quickstart,20160719Z,20170210Z
io.fabric8.archetypes,cdi-camel-jetty-archetype,Creates a new Camel route using CDI in a standalone Java Container using Jetty as HTTP server,20151010Z,20170210Z
io.fabric8.archetypes,cdi-camel-mq-archetype,Creates a new Camel route using CDI and ActiveMQ in a standalone Java Container,20151005Z,20160709Z
io.fabric8.archetypes,cdi-camel-swagger-archetype,Creates a new An example using REST DSL and Swagger Java with CDI,20160218Z,20170210Z
io.fabric8.archetypes,cdi-cxf-archetype,Creates a new CXF JAX-RS using CDI running in a standalone Java Container,20150930Z,20170210Z
io.fabric8.archetypes,django-example-archetype,Creates a new django example,20160122Z,20170210Z
io.fabric8.archetypes,dotnet-example-archetype,Creates a new dotnet example,20160719Z,20170210Z
io.fabric8.archetypes,eip-archetype,Creates a new quickstart project for Camel based Enterprise Integration Patterns.,20140409Z,20140520Z
io.fabric8.archetypes,errors-archetype,Creates a new quickstart project using Camel based Error handling.,20140409Z,20140520Z
io.fabric8.archetypes,funktion-groovy-example-archetype,Creates a new funktion groovy example,20160603Z,20170210Z
io.fabric8.archetypes,funktion-java-example-archetype,Creates a new funktion java example,20160603Z,20170210Z
io.fabric8.archetypes,funktion-kotlin-example-archetype,Creates a new funktion kotlin example,20160603Z,20170210Z
io.fabric8.archetypes,funktion-nodejs-example-archetype,Creates a new Funktion :: Examples :: NodeJS,20160608Z,20170210Z
